평균,평년,현재기온,이슬점온도,체감온도,습도,해면기압,tor20_o,tor20_x
2742,1704,21.9,6.9,21.9,38.0,1014.3,1,0
2617,1657,20.1,5.3,20.1,38.0,1016.6,1,0
2605,1655,20.1,7.4,20.1,44.0,1022.4,1,0
2556,1680,21.7,11.9,21.7,54.0,1019.6,1,0
2478,1687,21.5,9.3,21.5,46.0,1016.2,1,0
2502,1710,21.4,6.8,21.4,39.0,1019.0,1,0
2383,1648,21.9,7.3,21.9,39.0,1020.5,1,0
2364,1749,17.9,14.0,17.9,78.0,1011.0,1,0
2245,1756,17.2,8.3,17.2,56.0,1012.3,1,0
2151,1813,15.0,-0.7,14.2,34.0,1019.2,1,0
2108,1701,16.4,2.0,16.2,38.0,1021.8,1,0
1953,1521,16.6,0.6,16.1,34.0,1024.7,0,1
1941,1505,19.3,2.1,19.3,32.0,1027.0,0,1
1866,1577,22.1,7.1,22.1,38.0,1021.5,0,1
1844,1577,21.8,9.6,21.8,46.0,1024.2,0,1
1832,1564,19.5,11.5,19.5,60.0,1023.5,0,1
1783,1556,17.6,17.1,17.6,97.0,1014.8,0,1
1740,1589,18.0,6.5,17.9,47.0,1017.6,0,1
1721,1588,16.2,9.3,16.0,64.0,1016.9,0,1
1700,1571,16.9,8.3,16.9,57.0,1017.7,0,1
1674,1528,18.5,5.3,18.5,42.0,1022.2,0,1
1604,1525,18.7,6.1,18.7,44.0,1024.1,0,1
1592,1516,13.5,8.9,12.9,74.0,1020.4,0,1
1588,1497,15.4,-3.5,14.6,27.0,1021.0,0,1
1573,1484,15.3,-6.3,15.0,22.0,1024.3,0,1
1573,1477,12.5,-2.1,12.5,36.0,1021.9,0,1
1585,1479,10.5,-12.2,8.4,19.0,1023.4,0,1
1585,1482,9.8,-9.8,7.1,24.0,1027.3,0,1
1564,1486,16.9,4.8,16.9,45.0,1024.2,0,1
1563,1485,16.9,0.5,16.5,33.0,1021.1,0,1
1577,1484,15.8,0.0,15.6,34.0,1020.9,0,1
1535,1481,14.7,-3.6,14.7,28.0,1025.3,0,1
1541,1480,15.9,1.9,15.9,39.0,1024.6,0,1
1526,1492,16.6,15.6,16.6,94.0,1016.8,0,1
1526,1499,15.5,11.4,15.2,77.0,1013.7,0,1
1524,1503,12.7,-0.9,11.6,39.0,1023.6,0,1
1475,1505,7.3,3.1,4.5,75.0,1019.5,0,1
1496,1581,7.1,-12.1,4.5,24.0,1031.3,0,1
1496,1670,3.3,1.8,0.0,90.0,1024.0,0,1
1496,1715,6.0,-10.3,2.9,30.0,1026.6,0,1
1440,1823,7.5,-4.6,5.4,42.0,1026.3,0,1
1440,2012,4.9,-13.0,1.2,26.0,1031.7,0,1
1440,1895,9.0,-0.8,7.0,50.0,1017.0,0,1
1511,1895,9.3,-2.6,7.8,43.0,1020.6,0,1
1513,1870,14.7,-0.6,14.4,35.0,1020.7,0,1
1516,1840,10.5,2.0,10.5,56.0,1022.4,0,1
1524,1850,12.0,4.2,11.7,59.0,1021.9,0,1
1521,1598,7.5,-15.3,4.2,18.0,1024.7,0,1
1523,1594,10.2,-8.4,7.9,26.0,1020.1,0,1
1492,1572,3.2,-21.8,-1.3,14.0,1023.9,0,1
1488,1610,0.1,-16.2,-4.4,28.0,1026.9,0,1
1498,1441,6.4,-9.1,4.4,32.0,1033.1,0,1
1475,1440,5.5,-10.3,1.9,31.0,1030.4,0,1
1459,1428,6.5,-14.9,3.0,20.0,1032.5,0,1
1457,1426,2.9,-12.6,2.9,31.0,1029.8,0,1
1456,1444,7.5,-14.0,4.9,20.0,1025.8,0,1
1454,1438,7.4,-9.0,5.0,30.0,1023.8,0,1
1454,1420,3.5,-11.3,-0.3,33.0,1031.4,0,1
1395,1411,8.1,-11.3,5.4,24.0,1022.1,0,1
1393,1403,9.9,-3.4,8.8,39.0,1024.6,0,1
1406,1381,10.8,-5.6,9.1,31.0,1023.5,0,1
1393,1384,10.2,-4.6,8.9,35.0,1020.1,0,1
1367,1384,3.5,-15.2,-0.7,24.0,1023.3,0,1
1429,1375,6.5,-7.1,2.9,37.0,1020.1,0,1
1414,1375,9.0,-7.6,6.7,30.0,1025.5,0,1
1413,1385,7.0,-7.8,4.4,34.0,1020.3,0,1
1435,1389,10.3,-5.3,9.4,33.0,1018.8,0,1
1415,1387,11.2,-3.3,9.7,36.0,1018.0,0,1
1424,1382,10.1,-12.5,8.5,19.0,1022.6,0,1
1421,1390,6.6,-11.5,4.9,26.0,1019.8,0,1
1398,1449,10.7,-9.0,8.5,24.0,1018.0,0,1
1386,1461,10.6,-2.8,10.0,39.0,1026.8,0,1
1399,1473,12.6,-10.4,11.7,19.0,1022.7,0,1
1409,1481,-0.6,-1.0,-5.0,97.0,1016.5,0,1
1422,1495,3.9,-6.1,0.3,48.0,1022.9,0,1
1400,1661,11.5,1.9,10.1,52.0,1015.9,0,1
1403,1698,6.7,-10.5,4.0,28.0,1023.0,0,1
1412,1711,5.4,-11.6,2.1,28.0,1027.9,0,1
1394,1693,7.3,-8.3,4.5,32.0,1031.5,0,1
1394,1684,8.2,-10.2,5.5,26.0,1028.4,0,1
1399,1677,9.6,-1.4,8.4,46.0,1029.6,0,1
1399,1672,10.3,1.1,9.5,53.0,1020.3,0,1
1399,1654,9.1,-10.9,9.1,23.0,1024.5,0,1
1386,1644,6.5,5.7,3.9,95.0,1013.8,0,1
1372,1636,9.0,-2.6,6.0,44.0,1023.0,0,1
1293,1632,11.5,0.0,11.2,45.0,1024.9,0,1
1299,1631,13.5,0.8,13.5,42.0,1018.8,0,1
1318,1634,16.2,-4.9,15.8,23.0,1018.2,0,1
1316,1639,11.4,-14.3,9.7,15.0,1022.6,0,1
1326,1644,12.9,2.7,11.6,50.0,1020.3,0,1
1354,1647,13.6,-4.6,13.6,28.0,1016.4,0,1
1346,1666,17.8,0.0,17.8,30.0,1011.9,0,1
1350,1669,16.6,0.6,16.5,34.0,1020.0,0,1
1344,1674,10.4,7.8,9.5,84.0,1014.4,0,1
1349,1677,12.5,0.8,12.5,45.0,1018.4,0,1
1339,1676,15.4,4.4,14.4,48.0,1024.2,0,1
1339,1673,14.7,4.3,13.8,50.0,1008.2,0,1
1342,1673,14.0,0.5,12.4,40.0,1009.8,0,1
1346,1671,9.5,-6.0,5.7,33.0,1018.9,0,1
1345,1671,12.5,-11.9,11.4,17.0,1022.9,0,1
1339,1665,12.9,0.6,12.5,43.0,1017.2,0,1
1327,1674,14.4,0.2,13.5,38.0,1019.5,0,1
1327,1674,21.7,1.3,21.7,26.0,1014.8,0,1
1327,1669,15.7,12.2,15.4,80.0,1014.2,0,1
1282,1653,21.3,9.5,21.3,47.0,1003.8,0,1
1272,1645,14.1,-2.3,12.8,32.0,1015.7,0,1
1270,1638,14.4,0.2,14.2,38.0,1017.6,0,1
1252,1636,20.1,-1.7,20.1,23.0,1016.7,0,1
1246,1635,19.0,0.0,18.7,28.0,1014.2,0,1
1330,1634,16.5,8.4,15.8,59.0,1013.2,0,1
1320,1633,17.3,10.1,16.6,63.0,1012.4,0,1
1326,1639,12.1,-8.4,56.0,23.0,1020.9,0,1
1333,1641,13.8,-6.4,57.0,24.0,1021.1,0,1
1337,1642,15.5,-9.4,59.0,17.0,1022.3,0,1
1328,1642,20.9,-3.6,64.0,19.0,1016.6,0,1
1329,1642,21.4,3.5,66.0,31.0,1007.2,0,1
1323,1653,21.8,-0.2,66.0,23.0,1012.6,0,1
1318,1658,14.4,1.9,58.0,43.0,1017.8,0,1
1315,1662,11.2,6.3,53.0,72.0,1009.5,0,1
1330,1675,13.2,5.3,56.0,59.0,1015.3,0,1
1337,1693,17.7,0.3,62.0,31.0,1017.6,0,1
1342,1716,20.5,-2.6,64.0,21.0,1017.8,0,1
1342,1727,22.5,2.5,67.0,27.0,1017.0,0,1
1348,1733,24.4,5.1,69.0,29.0,1011.6,0,1
1357,1732,22.5,7.8,68.0,39.0,1011.4,0,1
1364,1736,15.6,7.6,60.0,59.0,1018.9,0,1
1351,1758,24.1,12.0,70.0,47.0,1015.9,0,1
1348,1765,17.8,13.3,63.0,75.0,1015.6,0,1
1345,1766,21.4,18.5,69.0,84.0,1005.8,0,1
1295,1771,16.9,8.3,61.0,57.0,1009.2,0,1
1286,1773,11.8,9.6,54.0,87.0,1012.2,0,1
1313,1761,12.3,11.5,54.0,95.0,1013.4,0,1
1338,1762,18.7,13.1,64.0,70.0,1008.8,0,1
1482,1760,20.9,12.8,67.0,60.0,1011.8,0,1
1517,1767,24.8,7.4,70.0,33.0,1016.8,0,1
1504,1775,21.8,2.4,66.0,28.0,1015.6,0,1
1528,1785,23.8,1.9,68.0,24.0,1011.5,0,1
1549,1755,26.4,3.5,70.0,23.0,1008.7,0,1
1561,1727,25.4,6.0,70.0,29.0,1012.5,0,1
1576,1741,24.8,13.9,72.0,51.0,1015.7,0,1
1576,1783,25.8,17.1,74.0,59.0,1012.7,0,1
1594,1735,27.2,13.5,74.0,43.0,1013.5,0,1
1543,1973,29.5,14.8,76.0,41.0,1012.4,0,1
1543,1935,24.7,13.8,71.0,51.0,1013.2,0,1
1536,1992,22.3,11.0,68.0,49.0,1003.9,0,1
1639,1975,24.8,4.5,69.0,27.0,1006.1,0,1
1672,2036,26.7,4.4,71.0,24.0,1006.9,0,1
1682,2023,29.3,9.9,74.0,30.0,1007.9,0,1
1653,1885,29.6,16.7,77.0,46.0,1012.0,0,1
1682,1933,19.9,18.7,67.0,93.0,1007.5,0,1
1680,1937,23.7,7.7,69.0,36.0,1010.5,0,1
1675,1932,29.3,8.3,74.0,27.0,1008.7,0,1
1652,1880,28.7,10.8,74.0,33.0,1010.3,0,1
1675,1853,22.0,12.5,68.0,55.0,1010.6,0,1
1636,1846,28.8,17.3,77.0,50.0,1007.8,0,1
1621,1848,28.1,18.4,77.0,56.0,1008.9,0,1
1551,1834,30.0,17.7,78.0,48.0,1012.5,0,1
1560,1813,20.4,19.5,68.0,95.0,1000.0,0,1
1560,1811,24.0,13.5,71.0,52.0,1006.7,0,1
1560,1819,24.2,15.4,72.0,58.0,1008.8,0,1
1543,1820,24.9,16.0,72.0,58.0,1011.0,0,1
1677,1812,27.5,16.4,75.0,51.0,1010.3,0,1
1669,1785,20.4,17.2,68.0,82.0,1005.6,0,1
1666,1770,26.1,18.2,75.0,62.0,1012.1,0,1
1670,1770,26.2,19.3,75.0,66.0,1010.5,0,1
1669,1768,28.1,19.0,77.0,58.0,1006.2,0,1
1658,1764,30.1,19.7,79.0,54.0,1006.4,0,1
1658,1763,29.3,19.6,78.0,56.0,1004.2,0,1
1658,1747,23.8,16.8,72.0,65.0,1014.0,0,1
1658,1736,26.3,19.1,75.0,65.0,1015.6,0,1
1661,1722,19.1,18.2,66.0,95.0,1011.0,0,1
1623,1716,25.3,23.3,76.0,89.0,1000.4,0,1
1622,1698,25.9,20.6,76.0,73.0,1003.5,0,1
1625,1705,25.9,22.9,77.0,84.0,1006.4,0,1
1625,1712,29.5,21.1,79.0,61.0,1008.6,0,1
1625,1721,26.1,21.3,76.0,75.0,1007.6,0,1
1609,1728,29.1,20.5,79.0,60.0,1006.0,0,1
1609,1733,30.0,21.3,80.0,60.0,1003.2,0,1
1623,1755,28.5,18.5,77.0,55.0,1006.4,0,1
1623,1762,24.5,18.1,73.0,68.0,1006.8,0,1
1628,1761,22.5,20.0,71.0,86.0,1005.9,0,1
1630,1756,27.9,22.1,78.0,71.0,1002.9,0,1
1636,1756,28.5,18.8,77.0,56.0,1006.0,0,1
1622,1760,26.8,20.8,77.0,70.0,1008.5,0,1
1607,1759,27.8,20.3,77.0,64.0,1011.6,1,0
1599,1771,28.9,19.2,78.0,56.0,1012.7,1,0
1615,1801,23.0,21.6,73.0,92.0,1010.9,1,0
1615,1814,23.8,23.1,74.0,96.0,1008.2,1,0
1622,1865,32.5,25.3,84.0,66.0,1006.3,1,0
1630,1860,32.3,25.1,84.0,66.0,1005.5,1,0
1624,1883,30.7,23.1,81.0,64.0,1005.8,1,0
1562,1898,27.3,24.9,79.0,87.0,1007.3,1,0
1634,1903,26.2,25.3,79.0,95.0,1006.7,1,0
1599,1899,31.9,24.7,84.0,66.0,1011.0,1,0
1576,1908,32.0,24.3,83.0,64.0,1009.9,1,0
1572,1899,32.9,24.3,84.0,61.0,1011.4,1,0
1531,2311,32.6,24.8,84.0,64.0,1012.0,1,0
1533,2352,34.5,26.1,87.0,62.0,1010.8,1,0
1547,2194,35.1,25.2,86.0,57.0,1009.0,1,0
1526,2215,28.3,22.9,79.0,73.0,1004.6,1,0
1542,2224,31.2,25.5,84.0,72.0,1007.3,1,0
1570,2280,34.4,25.2,86.0,59.0,1008.4,1,0
1575,2158,33.7,24.8,85.0,60.0,1007.5,1,0
1567,2272,32.4,25.4,84.0,67.0,1002.9,1,0
1571,2145,33.2,23.8,84.0,58.0,1001.7,1,0
1565,2113,32.4,23.9,83.0,61.0,998.2,1,0
1556,2108,29.9,23.0,81.0,67.0,996.1,1,0
1546,2077,30.7,23.6,82.0,66.0,1009.0,1,0
1542,2094,29.6,21.0,79.0,60.0,1009.9,1,0
1553,2091,29.8,24.6,82.0,74.0,1009.4,1,0
1581,2115,26.6,24.8,79.0,90.0,1005.2,1,0
1589,2132,28.7,20.4,78.0,61.0,1009.2,1,0
1602,2176,28.7,21.7,79.0,66.0,1012.9,1,0
1602,2171,22.8,21.9,73.0,95.0,1007.4,1,0
1602,2161,27.5,22.4,78.0,74.0,1007.9,1,0
1660,2173,24.2,22.6,75.0,91.0,1007.2,1,0
1653,2196,29.9,18.9,78.0,52.0,1008.7,1,0
1665,2283,22.1,21.5,72.0,97.0,1016.9,1,0
1619,2262,26.1,23.1,77.0,84.0,1015.6,1,0
1654,2265,26.8,23.2,78.0,81.0,1013.9,1,0
1797,2265,29.6,24.0,81.0,72.0,1012.2,1,0
1856,2271,29.2,24.3,81.0,75.0,1008.9,1,0
1978,2263,31.4,23.2,82.0,62.0,1009.8,1,0
2021,2237,29.1,24.6,81.0,77.0,1013.6,1,0
2053,2218,27.5,23.9,79.0,81.0,1014.1,1,0
2171,2142,28.5,17.9,77.0,53.0,1009.6,1,0
2161,2152,29.4,13.5,76.0,38.0,1013.9,1,0
2164,2143,31.2,9.9,76.0,27.0,1013.7,1,0
1970,2146,25.1,12.3,71.0,45.0,1017.4,1,0
2020,2172,26.3,14.7,73.0,49.0,1016.2,1,0
2075,2184,20.7,16.3,68.0,76.0,1015.0,1,0
2063,2176,25.6,15.3,73.0,53.0,1017.7,1,0
2010,2178,25.3,15.6,73.0,55.0,1020.9,1,0
2026,2156,27.2,17.6,75.0,56.0,1022.9,1,0
2034,2175,26.1,19.9,75.0,69.0,1021.9,1,0
2068,2126,29.3,22.7,80.0,68.0,1016.4,1,0
2086,2129,23.4,22.0,23.4,92.0,1020.2,1,0
2177,2123,23.4,22.3,23.4,94.0,1011.4,1,0
2422,2124,26.4,18.2,26.4,61.0,1013.5,1,0
2567,2147,20.4,14.9,20.4,71.0,1016.5,1,0
2628,2169,23.2,12.4,23.2,51.0,1016.1,1,0
2777,2150,24.2,9.7,24.2,40.0,1014.0,1,0
2776,2125,27.6,13.1,27.6,41.0,1012.1,1,0
2791,2023,23.8,11.4,23.8,46.0,1021.6,1,0
2805,2000,19.0,10.2,19.0,57.0,1027.9,1,0
2818,1958,21.0,9.5,21.0,48.0,1025.0,1,0
2814,1924,19.4,12.8,19.4,66.0,1023.8,1,0
2813,1901,15.6,14.6,15.5,94.0,1020.0,1,0
2842,1902,24.6,11.5,24.6,44.0,1016.5,1,0
2842,1909,23.0,14.2,23.0,58.0,1016.2,1,0
2841,1904,20.8,14.2,20.8,66.0,1016.8,1,0
2869,1903,20.9,15.4,20.9,71.0,1015.9,1,0
2866,1768,24.4,13.5,24.4,51.0,1015.1,1,0
2858,1800,20.3,5.1,20.3,37.0,1016.5,1,0
2862,1851,20.2,7.8,20.2,45.0,1014.4,1,0
2858,1881,20.0,2.7,20.0,32.0,1020.0,1,0
2920,1824,21.0,5.7,21.0,37.0,1019.6,1,0
2838,1577,23.0,7.9,23.0,38.0,1019.8,1,0
2737,1530,18.2,8.4,18.2,53.0,1021.8,0,1
2726,1590,19.9,6.2,19.9,41.0,1017.8,0,1
2728,1587,17.8,3.2,17.8,38.0,1015.2,0,1
2736,1569,18.6,5.4,18.5,42.0,1015.3,0,1
2680,1574,18.0,4.1,18.0,40.0,1017.9,0,1
2620,1623,19.0,6.7,18.7,45.0,1009.9,0,1
2558,1609,19.0,3.5,19.0,36.0,1020.5,0,1
2562,1585,15.4,4.7,14.8,49.0,1016.1,0,1
2555,1555,9.7,-9.9,6.9,24.0,1023.0,0,1
2535,1547,17.1,1.0,17.1,34.0,1019.4,0,1
2538,1527,14.1,5.9,13.8,58.0,1015.5,0,1
2503,1524,8.4,-4.1,6.8,41.0,1023.4,0,1
2511,1523,10.7,-6.6,8.8,29.0,1029.0,0,1
2508,1523,15.1,-1.5,14.7,32.0,1030.0,0,1
2556,1524,18.6,6.7,18.6,46.0,1026.4,0,1
2533,1527,14.4,6.2,14.1,58.0,1025.7,0,1
2533,1529,,,,,,0,1
2522,1525,,,,,,0,1
2504,1521,,,,,,0,1
2504,1517,,,,,,0,1
2526,1522,,,,,,0,1
2546,1527,,,,,,0,1
2554,1531,,,,,,0,1
2556,1533,,,,,,0,1
2583,1575,12.1,-4.1,11.2,32.0,1023.5,0,1
2678,1589,16.5,5.1,16.5,47.0,1020.1,0,1
2764,1680,17.6,5.8,17.4,46.0,1014.2,0,1
2866,1714,8.4,-11.5,6.8,23.0,1027.4,0,1
2911,1750,9.6,-6.7,8.5,31.0,1027.2,0,1
2972,2042,16.1,4.7,16.1,47.0,1023.0,0,1
2992,1861,14.8,8.9,14.8,68.0,1012.7,0,1
3021,1856,13.8,-3.0,12.7,31.0,1019.9,0,1
3055,1854,11.2,-11.6,9.3,19.0,1020.7,0,1
3049,1817,9.0,-4.5,7.2,38.0,1027.4,0,1
3082,1609,12.0,-0.2,10.7,43.0,1019.8,0,1
3073,1618,10.9,-0.5,9.2,45.0,1025.4,0,1
3068,1596,6.1,0.6,3.0,68.0,1012.9,0,1
3022,1582,8.1,-12.3,5.4,22.0,1022.1,0,1
2987,1480,13.3,7.5,12.5,68.0,1019.7,0,1
3023,1473,2.5,-18.2,-1.9,20.0,1031.1,0,1
